𦙱: sān
𦙴: zhù
𦙵: wàn
𦙶: gǔ
𦙸: sān
𦙹: bàn
𦙺: jià jiā
𦙻: mài
𦚈: tuò dù
𦚊: qì
𦚏: zhuāng
𦚐: tuó
𦚓: píng
𦚝: pēng
𦚞: kuāng kuàng
𦚟: yí
𦚡: xiè mài
𦚢: yuē
𦚣: hén
𦚥: hóu yóu
𦚦: zhēng
𦚧: chǔn
𦚨: shì
𦚩: wǎ
𦚫: xié
𦚸: gèng
𦛅: è
𦛏: kú
𦛐: nà
𦛓: jū
𦛔: xuàn
𦛕: qū
𦛖: chè
𦛗: lǚ
𦛘: hé
𦛙: shèng
𦛚: nàn
𦛜: hé hán
𦛝: chá
𦛞: yān
𦛟: gěng
𦛠: niè
𦛢: guó
𦛣: yán
𦛤: guǎn
𦛧: zhì
𦛨: lao
𦛯: dǔ
𦛰: qì
𦛱: qū
𦛲: jué
𦜁: fēng
𦜃: xù
𦜄: tuì
𦜆: hán
𦜇: kū
𦜊: shēn
𦜋: zhì
𦜍: pàng
𦜎: zhēng
𦜏: lì
𦜐: wǎn
𦜒: fǎn
𦜓: xìn
𦜖: yà
𦜛: jū
𦜜: shèn
𦜭: mǎng
𦜯: tǔn
𦜰: zhuó
𦜱: xī
𦜲: yìn
𦜳: jīng
𦜴: tún
𦜷: gèng
𦜸: jì
𦝏: zhuǎn shuàn
𦝒: tiē
𦝔: zhī
𦝖: jí
𦝚: yíng
𦝛: wèi
𦝝: huàn
𦝞: tíng
𦝟: chán
𦝢: kuí
𦝣: qià kē
𦝤: bàn
𦝥: chā zhá
𦝦: tuǒ
𦝧: nǎn
𦝨: jiē
𦝪: yān
𦝬: tú
𦝮: wěn
𦝰: cōng
𦝳: xù
𦝴: yìn
𦝷: bèng
𦝼: lǘ lóu
𦞁: zāi
𦞂: dā da
𦞆: niè
𦞇: jǔ
𦞈: hóu
𦞌: gèng
𦞕: hóu
𦞖: kān
𦞗: gōng
𦞙: huǐ
𦞚: xiè
𦞝: xì
𦞞: hán
𦞟: mí
𦞡: wěng
𦞢: hùn
𦞣: sāo
𦞤: xìn zǐ
𦞥: zhé
𦞦: huò hè
𦞨: gōng
𦞫: sài
𦞬: jīn jiàn
𦞭: wā
𦞱: duǐ
𦞲: chī
𦞽: xī wèi jí
𦟂: mí
𦟃: zāng
𦟄: sǎng sào
𦟓: tún
𦟔: zhì
𦟕: wěn
𦟘: yín
𦟙: tǔn
𦟛: chōng
𦟜: zé
𦟞: xiāo
𦟟: mó
𦟠: cù
𦟣: biǎn
𦟤: xiū
𦟧: yí
𦟮: huǎng
𦟰: zhā
𦟱: suō
𦟲: hún
𦟳: jù
𦠁: cù
𦠄: jī
𦠅: xún
𦠆: sǔn zhuàn
𦠇: céng
𦠉: yì
𦠎: biāo
𦠒: jué
𦠓: lì
𦠖: pào
𦠛: zā
𦠜: yè
𦠞: bì
𦠟: zhè
𦠠: zhè
𦠢: jiù
𦠣: zhé
𦠦: shù
𦠪: xī
𦠷: xǔ
𦠸: nǎi
𦠹: xián
𦠺: gǔn
𦠻: wèi
𦠾: jí
𦠿: sà
𦡂: dǒng
𦡃: nuó nié
𦡄: dù
𦡅: zhēng
𦡆: kū
𦡉: míng
𦡕: báo
𦡖: huì
𦡙: zōng
𦡨: sàn
𦡪: tēng
𦡫: yí
𦡭: yù
𦡱: yào shào
𦡲: nǐng
𦡴: chóu zhǒu
𦡵: hùn
𦡷: duì
𦡹: qì
𦡺: yǐng
𦡻: bìng
𦡼: níng
𦡽: huáng
𦢆: yǐng
𦢊: báo bó
𦢎: guàng
𦢏: lěi
𦢐: zǔn
𦢙: chǎn qiān xiān
𦢣: jiǎn
𦢧: méng
𦢩: xiào sōu
𦢯: xìn xìng
𦢱: lí
𦢺: qiǎo
𦢿: wěi juǎn
𦣀: nà niè zhé
𦣂: pāng
𦣄: léi
𦣇: luó
𦣋: luán
𦣍: gēng
𦣏: luán
𦣒: qú
𦣖: luó
𦣘: náng
𦣛: luó
𦣜: yuè
𦣢: shuì
𦣥: mì
𦣦: wáng
𦣧: cè
𦣨: jiān
𦣩: wǎng
𦣯: jiā
𦣴: huán
𦣸: liàn
𦣹: zì
𦣺: bái
𦣻: shǒu bǎi
𦣾: wǎn
𦤂: shū
𦤇: guī
𦤈: xī
𦤊: rú
𦤋: yào
𦤎: gāo
𦤕: yuè
𦤘: yōng
𦤙: wà
𦤚: bó
𦤟: xìn
𦤢: pì
𦤣: bó
𦤦: hài hè ài
𦤧: zhài
𦤨: wò
𦤪: yè
𦤫: bì bí
𦤬: hài
𦤸: chì
𦤻: zhì
𦤽: ní
𦥁: wú
𦥂: ǎi
𦥈: ǎi
𦥉: yǔ
𦥊: chì
𦥍: jìng
𦥎: zhì
𦥏: zhì
𦥐: zhì
𦥑: jú jǔ póu
𦥖: hán xián
𦥚: pīng
𦥝: yǎo
𦥣: yóu
𦥤: pīng
𦥦: mò
𦥬: zuò
𦥭: pò
𦥯: xué
𦥰: kuáng
𦥱: yì
𦥲: pò
𦥻: zhuì
𦦃: ní
𦦄: qiǔ
𦦅: còu
𦦌: yǎo
𦦑: fén
𦦕: xiá
𦦗: jiāng
𦦘: chā
𦦛: xiào
𦦜: chā
𦦢: chéng
𦦣: cuì
𦦧: qióng gǒng
𦦩: yù
𦦫: yú
𦦯: wèn
𦦱: chā
𦦲: yǔ yù
𦦹: zuó
𦦺: dǎo
𦦽: juàn fàn
𦦾: dǎo
𦦿: yīng
𦧁: fěng
𦧅: wèng
𦧈: jìn
𦧉: qì
𦧋: qìn
𦧍: kuò
𦧏: tān
𦧐: xiān
𦧒: tiān
𦧔: kuò
𦧖: tiàn
𦧘: hú
𦧙: zhū
𦧚: zhān
𦧛: tà
𦧝: tiān
𦧞: tà
𦧟: tà
𦧠: huá
𦧡: yǎn tiàn
𦧢: tiè
𦧤: tiè
𦧥: tà
𦧬: huài
𦧮: jiá
𦧯: qì
𦧱: tà
𦧴: tān
𦧵: huà
𦧸: zhuàn
𦧹: huā
𦧼: lán
𦨆: zūn
𦨇: yì
𦨈: fú
𦨉: wù
𦨋: fú
𦨍: dīng
𦨎: tà
𦨖: chào
𦨙: rì
𦨚: quǎn
𦨜: gē
𦨡: fú
𦨢: dì
𦨣: diāo
𦨤: yǒng
𦨦: jià
𦨩: lóng
𦨬: yǒng
𦨭: pí
𦨯: huó
𦨰: qióng
𦨲: fán
𦨳: wú
𦨴: tóng
𦨵: háng
𦨸: tān
𦨾: hēng
𦩄: tiāo
𦩈: zhōu
𦩋: bài
𦩌: xiè
𦩍: dāo diāo
𦩏: jīn wéi
𦩕: hū
𦩖: bēi
𦩘: dìng
𦩜: nuó
𦩝: wèi
𦩞: yú
𦩠: xīng
𦩡: fú
𦩢: xiàn
𦩣: qì
𦩤: tū
𦩧: jí
𦩩: yìng
𦩫: dèng téng
𦩬: wēi
𦩭: xī
𦩯: pái
𦩱: shéng
𦩲: yǒu
𦩴: ái
𦩵: jiàn
𦩷: gōu
𦩸: ruò
𦩼: gòng
𦩿: shà
𦪀: táng
𦪇: lù
𦪈: áo
𦪊: qì
𦪋: xiū
𦪍: dāi
𦪑: fá
𦪒: wèi
𦪔: dùn
𦪕: liáo
𦪖: fān
𦪗: huáng héng
𦪘: jué
𦪙: tà
𦪚: zùn
𦪛: ráo
𦪜: cān
𦪝: téng
𦪠: huà
𦪡: xū
𦪣: zhān
𦪧: gǎn
𦪪: péng
𦪫: cān
𦪬: xiē
𦪭: dá
𦪱: jì
𦪶: lǐ
𦪹: pán
𦪽: lóng lǒng
𦪾: lì
𦪿: xí
𦫀: téng
𦫃: líng
𦫈: lǐ
𦫉: rán
𦫊: líng
𦫎: gǔn
𦫔: pō
𦫕: mò
𦫖: pāi
𦫙: bà
𦫡: qí
𦫤: yán
𦫪: wà
𦫫: ǎng
𦫭: mìng
𦫮: mǐn
𦫯: xùn
𦫰: méng
𦫳: guǎi
𦫶: jiāo
𦫻: gǎi
𦬁: cái
𦬂: wù
𦬃: zhé
𦬄: rěn
𦬅: kōu
𦬔: zhǎo
𦬕: zhōng
𦬖: qiú
𦬗: guō
𦬘: gōng sōng
𦬙: pū
𦬚: hù
𦬛: miǎn
𦬞: tiān
𦬣: wǎng
𦬸: zhú
𦬹: dá dàn
𦬺: xiòng huǎng
𦬻: ná
𦬾: juān
𦭁: niǎn
𦭈: hù
𦭉: shā
𦭜: zhī
𦭟: tā
𦭡: sī
𦭥: yì
𦭭: qióng
𦭮: zhì
𦭯: lǚ lóu
𦭰: rú
𦭲: qí
𦭳: yǔ
𦭴: zhōu
𦭵: yáng
𦭶: xiǎn
𦭷: móu
𦭸: chóu
𦭹: huī
𦭺: jiū
𦭻: jiù
𦭼: piǎo bì
𦮁: jiào
𦮃: guāi kuā
𦮅: mò
𦮐: xī
𦮑: pú
𦮯: jì
𦮶: wěn
𦮷: bèi
𦮸: yǐ
𦮹: fú
𦮺: sī
𦮻: juān
𦮼: jì qí
𦮾: nì
𦯀: bèn
𦯅: xù
𦯈: qǐn
𦯉: bó
𦯌: wáng
𦯍: zhè
𦯏: wò
𦯐: sháo
𦯑: zào
𦯒: yǎng
𦯕: sòng
𦯖: niè
𦯛: bì
𦯣: cú
𦯤: qiāng
𦯪: xiào
𦯫: zhī
𦯬: shé
𦯯: zhì
𦯰: pēng
𦰏: diào
𦰖: wò
𦰘: zhǐ
𦰙: bì
𦰛: fén
𦰡: nà nuó
𦰥: bāng
𦰪: qiú
𦰫: nǐ
𦰬: bó
𦰭: dùn
𦰯: shǐ
𦰰: xū
𦰱: cháng
𦰲: xū
𦰳: yé
𦰴: mí
𦰸: xīn
𦰹: zhuó
𦰺: fù
𦰽: pǐ
𦰾: xuè
𦱀: yù
𦱁: xián
𦱂: yù
𦱃: yú
𦱅: jū
𦱆: tā
𦱇: kōng
𦱊: zhēng
𦱋: méng
𦱌: gāng
𦱒: mù
𦱓: xǐ
𦱔: bì
𦱖: fù
𦱜: xiào
𦱠: jiū
𦱣: gǒu
𦱰: chí
𦱱: jiū
𦱲: jiū
𦱵: shā
𦱷: fēi
𦲫: fú
𦲯: wàn
𦲰: xū
𦲱: bō
𦳁: hào mào
𦳃: xié
𦳄: pián
𦳅: yǔ
𦳇: tián
𦳈: pí bì
𦳊: shǐ
𦳋: kuǎi
𦳌: jī
𦳏: zhā
𦳐: nài nà
𦳑: mǒu
𦳓: fú
𦳔: dù
𦳗: shěng
𦳘: chá
𦳚: chí
𦳛: guǐ
𦳜: mín
𦳝: tāng dàng
𦳞: bài
𦳟: qiāng
𦳡: zhuó
𦳢: wèi
𦳣: xún
𦳥: miǎo
𦳦: zāi
𦳧: yóu
𦳩: yòu
𦳫: shān
𦳬: hé
𦳭: lǚ
𦳮: zhí
𦳲: jìng
𦳳: zhēn
𦳶: méng
𦳷: yóu
𦳹: wò
𦳺: bá
𦳽: juàn
𦳾: rú
𦳿: còu
𦴀: zhī
𦴉: hú
𦴊: yāng
𦴌: jùn
𦴍: shé
𦴎: kòu
𦴑: qián
𦴔: méng
𦴚: tiáo
𦵐: niè
𦵟: chí
𦵡: xiōng gōng
𦵣: hùn
𦵦: dí
𦵧: láng
𦵩: zāo qiú
𦵪: cè
𦵫: suǒ
𦵬: zù
𦵭: suī
𦵯: xiá
𦵱: xiè
𦵴: jié
𦵵: yóu
𦵷: gòu
𦵸: gěng
𦵼: jùn
𦵽: huǎng
𦵾: jí
𦵿: pōu
𦶀: wū
𦶂: yì
𦶅: nǎi
𦶇: rǒng ruǎn
𦶈: nán
𦶊: píng
𦶋: shàn
𦶌: diāo
𦶍: jí
𦶎: huā
𦶏: duì
𦶐: kǒng
𦶑: tà
𦶓: hòng
𦶕: shū
𦶙: héng
𦶚: fěn
𦶲: kòu
𦷙: nián
𦷝: chú
𦷦: qiàng
𦷲: xì
𦷳: hú
𦷴: sòng
𦷵: wò
𦷷: hài
𦷸: rú
𦷹: méng
𦷻: sǎn
𦷽: wú
𦷿: yóu
𦸁: tān
𦸂: shēn
𦸆: qǐ
𦸈: guó
𦸉: qià
𦸊: xiān
𦸏: suī
𦸐: lù
𦸓: qī
𦸔: diāo
𦸗: qí
𦸘: jiá
𦸙: yóu
𦸚: xí
𦸛: cháo
𦸡: mì
𦸢: lòu
𦸣: bǐ
𦸪: péi
𦸮: zhēn
𦸯: shēn
𦸰: chǎn
𦸱: fù
𦸶: qū
𦸷: sī
𦸺: zuī
𦹫: zhào
𦹽: pí
𦺀: còu
𦺆: gāo
𦺇: dú
𦺉: fū
𦺊: guān
𦺋: sǎo
𦺌: sǒu
𦺍: jiǎn
𦺎: póu
𦺐: cán
𦺑: bèng
𦺒: mòu
𦺓: zhāo
𦺔: xiáo
𦺖: jú
𦺗: shū
𦺘: jiǎn
𦺙: lí
𦺛: chuàn
𦺜: lào láo
𦺞: hè
𦺟: hú
𦺠: gū
𦺡: zhǎng
𦺢: jié
𦺣: xiàng
𦺥: dū
𦺦: hán
𦺧: jiá
𦺨: xiàng
𦺩: jí
𦺪: shǔ
𦺫: làng
𦺬: jī
𦺭: shān
𦺰: tāo tiáo
𦺱: zī
𦺲: shuàn
𦺴: jí
𦺵: chù
𦺶: jì
𦺷: shēn
𦺸: lìn lín
𦺹: liáo
𦺻: sǎn
𦺽: ǎn
𦺾: ruǎn
𦻀: tí tái
𦻁: dàn
𦻃: huán
𦻅: sà
𦼆: ruí
𦼇: wū
𦼈: jù
𦼉: huán
𦼊: léng
𦼋: lù
𦼎: tān
𦼏: zēng
𦼓: qián
𦼗: xī
𦼡: cǐ
𦼢: shé
𦼧: sà
𦼪: mào
𦼫: qú
𦼭: bó
𦼮: gǎn gàn
𦼰: qiè hé
𦼱: juàn
𦼲: dāng
𦼳: cháng
𦼴: yáng
𦼵: hé
𦼷: jī
𦼹: bǐng
𦼻: méi
𦼿: dūn
𦽀: ǎo
𦽁: jīng
𦽂: lù
𦽃: miàn
𦽄: diàn
𦽅: hè
𦽇: jiān
𦽊: huá
𦽋: gōu
𦽎: lù
𦽏: fú
𦽐: huǐ
𦽒: zéi
𦽔: jìn
𦽕: sī
𦽖: qūn
𦽜: dàn
𦽞: wàn
𦽟: biǎn
𦽤: jiá
𦽫: dǎn
𦽬: jiū
𦽭: xián
𦽮: bó
𦾏: xiá
𦾑: biāo
𦾕: pò
𦾘: sǎo
𦾙: bèi
𦾚: shà
𦾛: wěi
𦾝: cāng
𦾞: lù
𦾩: dàn
𦾫: gǔ
𦾬: zā
𦾭: bǎng
𦾮: gàn gǎn
𦾱: chāo
𦾲: jì
𦾳: liē
𦾵: qióng
𦾶: jiàn
𦾷: lù
𦾸: duān
𦾹: suān
𦾺: yáo
𦾻: yǐn
𦾽: tà
𦾾: yáo
𦾿: jīng
𦿀: chú
𦿁: fú
𦿂: yuán
𦿃: shǎo
𦿅: bìng
𦿆: dàng
𦿇: shì
𦿊: lú
𦿋: qiè
𦿌: luó
𦿍: pò
𦿏: méng mèng
𦿐: jié
𦿓: jī
𦿖: lù
𧀄: chàng
𧀅: miè mò
𧀆: méng
𧀇: jiǎn
𧀊: cǎi
𧀌: sù
𧀔: hè
𧀕: sà
𧀗: zī
𧀘: kēng
𧀙: gěng
𧀚: sī
𧀠: tí
𧀡: zhàn
𧀢: xiè
𧀣: shuí
𧀤: chǐ
𧀥: yōu
𧀦: lǔ
𧀧: mèng
𧀨: liè
𧀩: sì
𧀬: xī
𧀭: fán
𧀮: fū
𧀯: shěn
𧀰: tí
𧀱: chài
𧀲: yuè
𧀴: fū
𧀵: jiàn shǎn
𧀶: dì
𧀹: zhè
𧀺: xié
𧀻: dān
𧀿: zhí
𧁃: xù
𧁈: niè
𧁉: fàn
𧁊: méng
𧁋: mǐn
𧁾: lóu
𧁿: dú shǔ
𧂁: zhàn
𧂂: jiàn
𧂃: hàn
𧂄: dàn
𧂅: sēn
𧂆: jiàn
𧂇: tán xún
𧂈: jiǎo
𧂉: pó
𧂋: píng
𧂍: zhuàn sūn
𧂏: liáo
𧂐: zì
𧂒: zhuó
𧂔: hù
𧂙: xì
𧂛: méng
𧂜: jù
𧂝: miè
𧂞: xián
𧂠: kuì
𧂡: méng
𧂢: jiān
𧂦: nóu
𧂨: dì
𧂩: sāo
𧃏: chù
𧃐: zhí
𧃑: qián
𧃒: lǚ
𧃔: zhuó
𧃘: zuò
𧃙: hán
𧃚: suǐ
𧃛: gòu
𧃝: chǒu
𧃞: jì
𧃟: yì
𧃠: yú
𧃨: nóu
𧃩: nǐ
𧃪: ruò
𧃮: lín
𧃱: níng
𧄍: qiáo
𧄎: yáo
𧄏: fù
𧄐: shuāng
𧄑: kuì
𧄒: qú
𧄓: dǒng
𧄔: shǔ
𧄚: lí
𧄛: jú
𧄜: ruǐ
𧄠: zhá
𧄤: xiāo
𧄸: mén wěi
𧄹: shí
𧄺: diān
𧄻: lì
𧄼: dèng téng
𧄽: zàn zā
𧄿: luó
𧅀: cán
𧅃: āo
𧅆: jiǎn
𧅈: diào
𧅋: yíng
𧅖: yì
𧅗: dǎng
𧅘: nóu
𧅚: yuè
𧅮: lǐ
𧅯: lí
𧅰: hù
𧅲: yòu
𧅺: nàng
𧆂: chèn
𧆉: fēng
𧆊: biē
𧆏: mǎn
𧆐: gàn
𧆑: huò suǐ
𧆓: cū
𧆕: yǒu
𧆘: yòu
𧆜: xū
𧆡: xù
𧆢: hǔ
𧆣: lú
𧆥: xiá
𧆦: yì
𧆮: hǔ
𧆯: hù
𧆰: zǐ
𧆷: gōng
𧆸: tuī
𧆹: wū
𧆺: líng
𧆻: gū
𧆼: zhōng dōng
𧇄: lú
𧇈: zù
𧇌: tóng
𧇍: xiā
𧇎: hé
𧇓: yuè
𧇙: nán
𧇚: bó
𧇛: hū
𧇜: qì
𧇝: shú
𧇞: qiāng
𧇟: zhōu
𧇠: yào
𧇡: gū
𧇥: bān
𧇦: kǎn
𧇮: hé
𧇯: jì
𧇰: hú
𧇱: yán
𧇶: chūn
𧇷: dǐng
𧇸: qiū
𧇹: hóu
𧇼: hào
𧇿: zù
𧈁: xián
𧈄: xià
𧈅: xì
𧈈: sè xì
𧈌: gé
𧈍: xì
𧈑: gé
𧈔: lǚ
𧈖: gé
𧈗: kè
𧈙: shòu
𧈚: zhù
𧈜: téng
𧈝: yà
𧈞: nì
𧈦: luò
𧈧: suī méng
𧈪: chǎn
𧈭: wù
𧈯: yū
𧈹: zǎo
𧈻: yì
𧈼: xī jí
𧈽: hóng
𧈾: quán
𧈿: wǎng
𧉀: chǐ
𧉁: xì
𧉂: tiǎn
𧉃: yǔn
𧉅: yī
𧉆: jí
𧉇: huī
𧉈: fóu fú
𧉊: fǔ
𧉍: jí
𧉎: xuán
𧉑: tài
𧉓: dù
𧉗: yuán
𧉛: dì
𧉞: zhǔ
𧉟: tāi
𧉡: rǒng
𧉢: xué
𧉣: yù
𧉤: fàn
𧉥: běi
𧉧: qǔ jié
𧉩: bù
𧉪: jiā
𧉫: zhá
𧉭: nǔ
𧉮: shé yán yí
𧉲: lì
𧊄: guǐ
𧊅: guǎi
𧊇: dài dé
𧊏: gāi
𧊒: cì
𧊔: yǎn
𧊕: sōng
𧊖: shì
𧊘: kù
𧊙: zhǐ
𧊚: tóng
𧊛: qú
𧊜: è
𧊞: xíng
𧊟: rú
𧊠: yú shū
𧊣: yì
𧊤: yì
𧊥: xù
𧊦: fǒu
𧊧: gé è
𧊬: hé
𧊭: yīn
𧊯: hòng
𧊱: duǒ
𧊽: xíng
𧊾: fán
𧋉: qī
𧋊: shā shuō
𧋌: dù
𧋍: dì xué
𧋎: lí
𧋏: yì
𧋐: xí
𧋑: gěng
𧋒: tóng shì
𧋓: kào
𧋔: hòng
𧋕: kùn
𧋖: niè
𧋗: chí
𧋘: tí
𧋚: tóng
𧋠: lí lǐ
𧋡: nà
𧋱: zhān
𧋲: běi
𧌁: tiáo
𧌃: zā
𧌄: è yè
𧌅: shòu
𧌆: kōng
𧌇: péng
𧌈: fù
𧌉: lù
𧌊: xiè
𧌋: xiè
𧌌: xiū
𧌍: lù
𧌎: tiǎn
𧌏: tà
𧌐: cì
𧌑: qū
𧌓: fù
𧌔: zhī
𧌖: xiè shè
𧌗: zǒu
𧌘: fèi
𧌙: mín
𧌚: xīng
𧌝: tóng
𧌞: qí
𧌠: piāo
𧌢: suì
𧌣: ěr
𧌧: hǔ
𧌻: sōng
𧌽: biē
𧌾: dīng
𧌿: bǎn
𧍀: shī lǐ
𧍁: xiè
𧍂: xiáo
𧍃: fěi
𧍒: chuǎn chuǎi
𧍓: shuài
𧍔: yāo
𧍕: jué
𧍖: shěng nìng
𧍘: yōu
𧍙: fàn
𧍜: kuí
𧍝: dì
𧍟: máo
𧍠: jié
𧍢: yán yǐn
𧍥: wēi
𧍨: sāng
𧍩: jié
𧍪: yú
𧍫: wèi
𧍬: è
𧍭: quán
𧍮: jiǒng
𧍯: féng
𧍰: lóng
𧍱: dié
𧍲: pián
𧍴: liàn
𧍵: hú
𧍶: lǜ
𧍿: diàn
𧎃: cuì
𧎄: móu wù
𧎕: wáng
𧎖: juān
𧎗: kē
𧎘: yán
𧎙: jiǎo
𧎡: gōng
𧎣: róng
𧎤: sūn
𧎥: shàn
𧎨: chí
𧎪: qí
𧎫: suǒ
𧎭: yè
𧎮: zǎo
𧎯: quē
𧎰: zhǎn
𧎱: bā
𧎲: zú
𧎳: suǒ
𧎴: zhé
𧎵: xì
𧎷: chǔ
𧎸: jiǎo
𧎹: zuì
𧎺: gē
𧎻: wù móu
𧎾: lüè
𧎿: jí
𧏂: xié
𧏃: xié
𧏆: dǒu
𧏋: qiū
𧏑: píng
𧏓: liú
𧏥: jié
𧏧: huì
𧏫: shà
𧏸: zhí
𧏹: ài
𧏺: xù òu
𧏻: bì
𧏽: yē
𧏾: nì
𧏿: zhú
𧐁: sù
𧐃: xié
𧐄: yù yú
𧐅: qū
𧐈: zú
𧐉: zhī
𧐊: zhāng
𧐋: lüè
𧐌: wěi
𧐍: chōng
𧐎: mì
𧐐: jī
𧐒: sù
𧐓: yě
𧐔: xí yì
𧐕: tuán
𧐖: lián liàn
𧐗: xuán
𧐙: wù
𧐟: máo
𧐬: hóng
𧐯: lüè
𧐰: dú
𧐱: cóng
𧐲: chán
𧐳: lù
𧐴: sù
𧑀: lüè
𧑆: zhōng
𧑇: lí
𧑈: fèi
𧑊: jǐng
𧑋: kuì
𧑌: yì
𧑍: huá
𧑎: cuì
𧑐: yù
𧑑: běng
𧑒: tūn
𧑓: shǔ
𧑔: dài
𧑕: wū
𧑖: cì
𧑗: nìng
𧑘: dàng
𧑙: zú
𧑚: hán
𧑜: pí
𧑝: chuàn
𧑠: dù
𧑡: pá
𧑤: zhū
𧑦: xié
𧑧: zhé
𧑨: qiè
𧑩: xuān
𧑫: sào
𧒀: bì
𧒂: fù
𧒈: lì
𧒎: é
𧒐: yē
𧒑: shǔ
𧒓: sè
𧒕: qī
𧒖: guò
𧒗: sè
𧒙: fù
𧒚: máo
𧒜: léi
𧒝: zhān
𧒨: chài
𧒭: wèi
𧒽: léi
𧒿: zéi
𧓀: yīng
𧓁: ài
𧓂: xiē
𧓄: bì
𧓋: chán
𧓎: pí bī
𧓏: cóng
𧓐: liè
𧓑: qí
𧓓: jì
𧓔: jīng
𧓕: dōng
𧓖: féi
𧓗: yí
𧓘: tuán
𧓨: měng
𧓩: cán
𧓪: yá
𧓲: yǎng
𧓴: tíng
𧓸: zhí
𧓺: xiè
𧓻: lǜ
𧓽: lì chài
𧓿: máo
𧔂: xiá
𧔅: sòu
𧔖: sū
𧔗: xuè
𧔝: lì
𧔞: yuán
𧔡: zhǎn
𧔣: tà
𧔤: xuán
𧔥: wèi
𧔦: yè
𧔧: páng
𧔨: máo
𧔩: tí
𧔪: pín
𧔬: dù
𧔭: qiú
𧔮: yǐ
𧔳: tuó
𧔴: chài
𧔷: jìn
𧔼: é
𧕃: chán
𧕄: yīng
𧕅: líng
𧕇: xiǎn
𧕉: qī
𧕋: yuè
𧕌: lüè
𧕍: yíng
𧕎: qú
𧕒: fěi
𧕓: zī
𧕙: qīng
𧕝: níng
𧕞: wèi
𧕟: shuāng
𧕡: fù
𧕤: mò
𧕥: mò
𧕦: tuó
𧕧: chài
𧕨: zàng
𧕮: lí
𧕯: lí shī
𧕱: xiá
𧕲: juǎn
𧕴: nán
𧕵: mì
𧕸: huáng
𧕺: shuāng
𧕼: xǔ
𧕿: fěi
𧖁: xiè wén
𧖆: tà
𧖇: yǒng
𧖉: zhǎn
𧖑: qiáng
𧖒: náng
𧖔: lìn
𧖘: luán
𧖙: xiǎn
𧖚: fú
𧖜: líng
𧖠: sāo
𧖢: huì
𧖨: tíng
𧖪: qíng
𧖬: huāng
𧖮: àn
𧖵: mǎn
𧖷: nì nǜ
𧖻: guó
𧖼: ǒu
𧖿: xiàng
𧗁: jīn
𧗆: zhēng
𧗈: nú
𧗋: sàn
𧗌: hù
𧗎: zú
𧗏: huǐ
𧗒: jī
𧗖: yè
𧗦: xíng
𧗩: là
𧗪: yù qú
𧗫: jué
𧗱: shù yù
𧗲: zhēng
𧗴: yǒng
𧗶: gē
𧗸: jiàn
𧗹: xìn xiān
𧗼: huī
𧗿: shuài
𧘂: chōng
𧘃: háng
𧘈: liǎo
𧘍: jiāng
𧘏: gōng
𧘑: zhuó bào
𧘗: qǐ
𧘜: qiān
𧘞: dǒu
𧘟: pō bō
𧘢: hù
𧘥: niǔ
𧘧: qì
𧘨: diāo
𧘩: diāo
𧘫: lì
𧘮: xiōng
𧘽: ná
𧘿: zhēng
𧙀: là
𧙁: zhì zī jì pī
𧙃: ě
𧙄: bō
𧙅: pō
𧙆: xū
𧙇: yòng dǎn
𧙈: cí
𧙉: lì
𧙌: páo
𧙏: xiù yǒu
𧙛: pù
𧙝: ché
𧙞: qì
𧙡: yì
𧙣: tí
𧙤: duǒ
𧙥: lóng tǒng
𧙧: jiàn
𧙭: zhàn
𧙮: yuàn
𧙶: yú
𧙸: gēng
𧙺: hòu
𧙾: qǐ
𧚀: mù
𧚁: huàn
𧚂: lòng
𧚃: xì
𧚄: é
𧚅: lǎng
𧚆: fèi
𧚇: wǎn wèn
𧚉: cūn
𧚋: péng
𧚏: cuò
𧚐: wēng
𧚡: gǎo
𧚥: cuì
𧚨: qì shà qiè
𧚩: lí
𧚪: qiè
𧚫: qiàn jīng
𧚬: kōng
𧚭: běng
𧚯: shòu
𧚷: wēi
𧛄: shān
𧛏: zī
𧛒: tì
𧛓: qiān
𧛔: dú
𧛗: tú
𧛚: wēi
𧛞: hú
𧛟: xīng
𧛡: shān
𧛢: zhǐ
𧛧: chǐ
𧛸: zhòu
𧛹: wēng
𧛺: chí
𧛻: suǒ
𧛼: xiè
𧛾: kè
𧜁: shài shā shǎi
𧜂: shī
𧜃: shòu
𧜅: jiè
𧜉: gǎo
𧜊: lǚ
𧜔: xiè
𧜚: zhǐ
𧜞: mán màn
𧜠: shuài
𧜡: kè
𧜣: diǎo
𧜤: yī
𧜦: sù
𧜧: chuāng
𧜱: cuì
𧜲: tuò
𧜵: xiè
𧜽: xuán
𧝂: hè
𧝃: jué
𧝆: tì
𧝇: fèi
𧝉: zhǐ
𧝊: shì
𧝋: tuí
𧝎: chōng chuáng chóng
𧝐: tì
𧝑: zhàn
𧝒: héng
𧝔: qú
𧝕: wéi
𧝗: dūn
𧝘: bào
𧝜: liáo
𧝤: sī
𧝪: biǎo
𧝫: xiè
𧝬: bié bì
𧝮: cǒng
𧝲: jù
𧝳: hé
𧝷: kuì
𧝸: yōng
𧞀: shù
𧞍: niè
𧞏: yú
𧞐: zhuó
𧞑: méng
𧞒: hú
𧞕: liè
𧞝: jiē
𧞞: xióng
𧞣: yǎn
𧞩: jié
𧞪: là lié
𧞫: shù
𧞬: jié
